id,conversation_id,sendable_id,sendable_type,reply_id,body,type,kept_at,deleted_at,created_at,updated_at
2966,567,663204,App\Models\Customer,,Hola! en qué le podemos asesorar?,text,,,2026-01-01 08:46:12,2026-01-01 08:46:12
2967,565,661673,App\Models\Customer,,si,text,,,2026-01-01 08:46:59,2026-01-01 08:46:59
2968,568,668814,App\Models\Customer,,Bienvenidos en qué te puedo colaborar déjame tu mensaje te has comunicado con Carolina Monsalve 😍,text,,,2026-01-01 08:47:12,2026-01-01 08:47:12
2969,569,668966,App\Models\Customer,,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible.",text,,,2026-01-01 08:47:25,2026-01-01 08:47:25
2970,570,668911,App\Models\Customer,,Gracias por comunicarte con nilsaminadiago. ¿Cómo podemos ayudarte?,text,,,2026-01-01 08:47:50,2026-01-01 08:47:50
2971,571,669160,App\Models\Customer,,"😇🤗 Gracias por comunicarte con Distri vip. Agréganos para que no te pierdas de nuestras promociones que lanzamos a diario, También nos puede Contactar por telegram como : @Distrivip ¿Cómo podemos ayudarte?",text,,,2026-01-01 08:48:03,2026-01-01 08:48:03
2972,565,661673,App\Models\Customer,,explorando,text,,,2026-01-01 08:48:57,2026-01-01 08:48:57
2973,572,669704,App\Models\Customer,,Jehová es mi pastor y nada me faltará 🙏❤️salmo 23:1,text,,,2026-01-01 08:51:11,2026-01-01 08:51:11
2974,573,668656,App\Models\Customer,,cupos,text,,,2026-01-01 08:51:24,2026-01-01 08:51:24
2975,573,668656,App\Models\Customer,,Si,text,,,2026-01-01 08:53:37,2026-01-01 08:53:37
2976,574,668901,App\Models\Customer,,Cuéntame de,text,,,2026-01-01 08:54:12,2026-01-01 08:54:12
2977,575,670085,App\Models\Customer,,Gracias,text,,,2026-01-01 08:54:48,2026-01-01 08:54:48
2978,573,668656,App\Models\Customer,,ya trabajo en el desde hace varios añós.Se llama La empanada Coqueta en Cali,text,,,2026-01-01 08:56:00,2026-01-01 08:56:00
2979,565,661673,App\Models\Customer,,ok,text,,,2026-01-01 08:56:09,2026-01-01 08:56:09
2980,576,670787,App\Models\Customer,,,voice,,,2026-01-01 08:56:14,2026-01-01 08:56:14
2981,566,661580,App\Models\Customer,,Si claro,text,,,2026-01-01 08:56:23,2026-01-01 08:56:23
2982,577,669956,App\Models\Customer,,Hola,text,,,2026-01-01 08:57:05,2026-01-01 08:57:05
2983,576,670787,App\Models\Customer,,,voice,,,2026-01-01 08:58:00,2026-01-01 08:58:00
2984,578,671354,App\Models\Customer,,Gracias por contactarnos en un momento  atenderemos su solicitud,text,,,2026-01-01 08:58:00,2026-01-01 08:58:00
2985,579,662523,App\Models\Customer,,,attachment,,,2026-01-01 08:58:09,2026-01-01 08:58:09
2986,579,662523,App\Models\Customer,,Hola,text,,,2026-01-01 08:58:19,2026-01-01 08:58:19
2987,580,671028,App\Models\Customer,,Usted es muy linda,text,,,2026-01-01 08:58:35,2026-01-01 08:58:35
2988,579,662523,App\Models\Customer,,Buenos días,text,,,2026-01-01 08:58:36,2026-01-01 08:58:36
2989,579,662523,App\Models\Customer,,Mujer ese es el número del negocio,text,,,2026-01-01 08:58:48,2026-01-01 08:58:48
2990,579,662523,App\Models\Customer,,Para que able con leo,text,,,2026-01-01 08:59:09,2026-01-01 08:59:09
2991,579,662523,App\Models\Customer,,No mujer eso es con leo,text,,,2026-01-01 08:59:39,2026-01-01 08:59:39
2992,581,671884,App\Models\Customer,,Gracias por comunicarte con Douglas Contreras. ¿Cómo podemos ayudarte?  🤠🤠🤠🤠🤠,text,,,2026-01-01 08:59:48,2026-01-01 08:59:48
2993,579,662523,App\Models\Customer,,Yo soy la hijastra,text,,,2026-01-01 08:59:49,2026-01-01 08:59:49
2994,582,671871,App\Models\Customer,,Gracias por comunicarte con José streaming estamos un poco colapsado con los pedidos de las plataformas ¿Cómo podemos ayudarte? Recuerda los mejores precios del mercado promoción de semana paga una plataforma y lleva dos 🥰,text,,,2026-01-01 08:59:50,2026-01-01 08:59:50
2995,579,662523,App\Models\Customer,,Yo no sé de eso,text,,,2026-01-01 08:59:53,2026-01-01 08:59:53
2996,583,671979,App\Models\Customer,,Hola buenos días,text,,,2026-01-01 09:01:01,2026-01-01 09:01:01
2997,584,661015,App\Models\Customer,,No Camila ya cerré el negocio,text,,,2026-01-01 09:01:44,2026-01-01 09:01:44
2998,585,672073,App\Models\Customer,,Hola buenos días,text,,,2026-01-01 09:02:42,2026-01-01 09:02:42
2999,587,672568,App\Models\Customer,,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible 😉",text,,,2026-01-01 09:02:59,2026-01-01 09:02:59
3000,586,672568,App\Models\Customer,,Gracias por comunicarte con Marmolería Andina...,text,,,2026-01-01 09:02:59,2026-01-01 09:02:59
3001,583,671979,App\Models\Customer,,Pero esto aquí es Montería,text,,,2026-01-01 09:03:03,2026-01-01 09:03:03
3002,588,672935,App\Models\Customer,,"Hola 👋 Soy Gladis, gracias por escribir. En este momento no estoy disponible, pero te responderé tan pronto como pueda 🌸
✨ Mientras tanto, guarda mi contacto y déjame tu nombre y número para contactarte apenas esté en línea.
Te hablaré pronto para contarte más sobre *MultyDrink*, un alimento natural que te va a encantar 💚",text,,,2026-01-01 09:03:38,2026-01-01 09:03:38
3003,573,668656,App\Models\Customer,,Quiero saber su precio por el cupo y si se hace es en la feria de Manizales porque me queda dificil el desplazamiento,text,,,2026-01-01 09:04:45,2026-01-01 09:04:45
3004,589,673250,App\Models\Customer,,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible.",text,,,2026-01-01 09:05:41,2026-01-01 09:05:41
3005,590,673187,App\Models\Customer,,Hola buenos días,text,,,2026-01-01 09:06:04,2026-01-01 09:06:04
3006,591,673913,App\Models\Customer,,Ola buenas,text,,,2026-01-01 09:06:59,2026-01-01 10:03:49
3007,590,673187,App\Models\Customer,,Si,text,,,2026-01-01 09:07:03,2026-01-01 09:07:03
3008,592,671072,App\Models\Customer,,Buenos dias,text,,,2026-01-01 09:07:12,2026-01-01 09:07:12
3009,543,673888,App\Models\Customer,,Si,text,,,2026-01-01 09:07:23,2026-01-01 09:07:23
3010,593,673486,App\Models\Customer,,No estoy interesada me registre por errro,text,,,2026-01-01 09:07:26,2026-01-01 09:07:26
3011,594,673486,App\Models\Customer,,Error,text,,,2026-01-01 09:07:28,2026-01-01 09:07:28
3012,590,673187,App\Models\Customer,,Las quejas sepueda,text,,,2026-01-01 09:08:03,2026-01-01 09:08:03
3013,590,673187,App\Models\Customer,,Más sepuedan,text,,,2026-01-01 09:08:17,2026-01-01 09:08:17
3014,591,673913,App\Models\Customer,,Si me ayuda con el precio,text,,,2026-01-01 09:08:31,2026-01-01 10:03:49
3015,543,673888,App\Models\Customer,,3,text,,,2026-01-01 09:08:37,2026-01-01 09:08:37
3016,590,673187,App\Models\Customer,,300,text,,,2026-01-01 09:09:18,2026-01-01 09:09:18
3017,543,673888,App\Models\Customer,,Okey gracias,text,,,2026-01-01 09:09:46,2026-01-01 09:09:46
3018,573,668656,App\Models\Customer,,No me respondiste acerca de el desplazamiento.,text,,,2026-01-01 09:10:20,2026-01-01 09:10:20
3019,590,673187,App\Models\Customer,,Otra,text,,,2026-01-01 09:10:24,2026-01-01 09:10:24
3020,595,669167,App\Models\Customer,,?,text,,,2026-01-01 09:10:59,2026-01-01 09:10:59
3021,590,673187,App\Models\Customer,,Hay muchas pero no tengo presente ahorita,text,,,2026-01-01 09:12:02,2026-01-01 09:12:02
3022,583,671979,App\Models\Customer,,Si claro,text,,,2026-01-01 09:12:38,2026-01-01 09:12:38
3023,590,673187,App\Models\Customer,,Todos es bueno,text,,,2026-01-01 09:13:18,2026-01-01 09:13:18
3024,590,673187,App\Models\Customer,,Ok,text,,,2026-01-01 09:14:08,2026-01-01 09:14:08
3025,590,673187,App\Models\Customer,,En Colombia,text,,,2026-01-01 09:14:45,2026-01-01 09:14:45
3026,596,672612,App\Models\Customer,,Señora no gracias muy amable,text,,,2026-01-01 09:14:50,2026-01-01 09:14:50
3027,596,672612,App\Models\Customer,,Ya no habrá empanadas ni negocio ni nada,text,,,2026-01-01 09:15:06,2026-01-01 09:15:06
3028,596,672612,App\Models\Customer,,Buen día,text,,,2026-01-01 09:15:09,2026-01-01 09:15:09
3029,590,673187,App\Models\Customer,,Ok,text,,,2026-01-01 09:15:13,2026-01-01 09:15:13
3030,597,672138,App\Models\Customer,,Hola cómo,text,,,2026-01-01 09:15:40,2026-01-01 09:15:40
3031,598,669566,App\Models\Customer,,No me interesa gracias,text,,,2026-01-01 09:15:52,2026-01-01 09:15:52
3032,590,673187,App\Models\Customer,,Si,text,,,2026-01-01 09:16:15,2026-01-01 09:16:15
3033,590,673187,App\Models\Customer,,La yamada,text,,,2026-01-01 09:16:30,2026-01-01 09:16:30
3034,590,673187,App\Models\Customer,,Para mañana si es posible,text,,,2026-01-01 09:17:05,2026-01-01 09:17:05
3035,590,673187,App\Models\Customer,,9.00,text,,,2026-01-01 09:18:07,2026-01-01 09:18:07
3036,599,670066,App\Models\Customer,,Hola Camila buenos días,text,,,2026-01-01 09:19:44,2026-01-01 09:19:44
3037,575,670085,App\Models\Customer,,Lo pasa que no quiero hablar con nadie por cosas personales,text,,,2026-01-01 09:21:02,2026-01-01 09:21:02
3038,573,668656,App\Models\Customer,,Me interesa mucho el contenido educativo.,text,,,2026-01-01 09:22:15,2026-01-01 09:22:15
3039,590,673187,App\Models\Customer,,Ok,text,,,2026-01-01 09:22:20,2026-01-01 09:22:20
3040,575,670085,App\Models\Customer,,Bueno mucha gracias,text,,,2026-01-01 09:25:22,2026-01-01 09:25:22
3041,600,672702,App\Models\Customer,,Hola me puedes regalar información sobre la maquiina es nacional o importada,text,,,2026-01-01 09:25:49,2026-01-01 09:25:49
3042,575,670085,App\Models\Customer,,Lo mismo,text,,,2026-01-01 09:26:02,2026-01-01 09:26:02
3043,600,672702,App\Models\Customer,,,attachment,,,2026-01-01 09:26:48,2026-01-01 09:26:48
3044,590,673187,App\Models\Customer,,Gracias,text,,,2026-01-01 09:27:00,2026-01-01 09:27:00
3045,600,672702,App\Models\Customer,,"Quiera ver los modelos 
 Solo ví una en la publicidad",text,,,2026-01-01 09:27:15,2026-01-01 09:27:15
3046,591,673913,App\Models\Customer,,600 empanadas,text,,,2026-01-01 09:29:02,2026-01-01 10:03:49
3047,601,670683,App\Models\Customer,,,attachment,,,2026-01-01 09:29:42,2026-01-01 09:29:42
3048,575,670085,App\Models\Customer,,Como se llama,text,,,2026-01-01 09:31:00,2026-01-01 09:31:00
3049,575,670085,App\Models\Customer,,No solo preguto,text,,,2026-01-01 09:31:54,2026-01-01 09:31:54
3050,601,670683,App\Models\Customer,,Buenas días bendiciones para gue nos colaborar gracias,text,,,2026-01-01 09:31:59,2026-01-01 09:31:59
3051,591,673913,App\Models\Customer,,De trigo,text,,,2026-01-01 09:33:26,2026-01-01 10:03:49
3052,531,673875,App\Models\Customer,,Trigo,text,,,2026-01-01 09:40:55,2026-01-01 09:40:55
3053,531,673875,App\Models\Customer,,Solo empanada,text,,,2026-01-01 09:41:54,2026-01-01 09:41:54
3054,531,673875,App\Models\Customer,,Colombia 🇨🇴,text,,,2026-01-01 09:42:30,2026-01-01 09:42:30
3055,531,673875,App\Models\Customer,,Ficha por favor,text,,,2026-01-01 09:43:27,2026-01-01 09:43:27
3056,602,670797,App\Models\Customer,,,attachment,,,2026-01-01 09:59:43,2026-01-01 09:59:43
3057,602,670797,App\Models\Customer,,,attachment,,,2026-01-01 10:00:31,2026-01-01 10:00:31
3058,572,669704,App\Models\Customer,,Jehová es mi pastor y nada me faltará 🙏❤️salmo 23:1,text,,,2026-01-01 10:00:31,2026-01-01 10:00:31
3059,562,661499,App\Models\Customer,,,attachment,,,2026-01-01 10:03:49,2026-01-01 10:03:49
3060,562,661499,App\Models\Customer,,,attachment,,,2026-01-01 10:03:52,2026-01-01 10:03:52
3061,562,661499,App\Models\Customer,,,attachment,,,2026-01-01 10:03:54,2026-01-01 10:03:54
3063,562,661499,App\Models\Customer,,,attachment,,,2026-01-01 10:03:57,2026-01-01 10:03:57
3064,562,661499,App\Models\Customer,,🪺🥒🥥🍆🥥👙🩲🧢🐆🐆🥒🍀☘️🌵,text,,,2026-01-01 10:04:04,2026-01-01 10:04:04
3065,603,673461,App\Models\Customer,,Holaa,text,,,2026-01-01 10:04:24,2026-01-01 10:04:24
3066,30,673183,App\Models\Customer,,Buenos días,text,,,2026-01-01 10:06:09,2026-01-01 10:06:09
3067,30,673183,App\Models\Customer,,Estoy buscando trabajo,text,,,2026-01-01 10:06:17,2026-01-01 10:06:17
3068,604,670687,App\Models\Customer,,Cupos,text,,,2026-01-01 10:06:29,2026-01-01 10:06:29
3069,30,673183,App\Models\Customer,,Listo,text,,,2026-01-01 10:06:57,2026-01-01 10:06:57
3070,605,669384,App\Models\Customer,,Camila vamos hacer el amor,text,,,2026-01-01 10:10:13,2026-01-01 10:10:13
3071,606,662370,App\Models\Customer,,Buenos días donde van ha estar ubicados en la feria de manízales.,text,,,2026-01-01 10:10:47,2026-01-01 10:10:47
3072,605,669384,App\Models\Customer,,No 🙂‍↔️,text,,,2026-01-01 10:10:51,2026-01-01 10:10:51
3073,605,669384,App\Models\Customer,,Quiero que Camila me haga sexo oral,text,,,2026-01-01 10:11:39,2026-01-01 10:11:39
3074,606,662370,App\Models\Customer,,Expoferias salida para Bogotá.,text,,,2026-01-01 10:12:32,2026-01-01 10:12:32
3075,605,669384,App\Models\Customer,,Que me puede ofrecer,text,,,2026-01-01 10:13:15,2026-01-01 10:13:15
3076,605,669384,App\Models\Customer,,Camí de donde eres,text,,,2026-01-01 10:14:08,2026-01-01 10:14:08
3077,562,661499,App\Models\Customer,,,attachment,,,2026-01-01 10:14:14,2026-01-01 10:14:14
3078,605,669384,App\Models\Customer,,Eres humano,text,,,2026-01-01 10:15:10,2026-01-01 10:15:10
3079,576,670787,App\Models\Customer,,"Tengo una duda, que busquen de Dios, los tiempos se están acortando,",text,,,2026-01-01 10:18:24,2026-01-01 10:18:24
3080,605,669384,App\Models\Customer,,Lo mamas,text,,,2026-01-01 10:20:35,2026-01-01 10:20:35
3081,605,669384,App\Models\Customer,,Sí,text,,,2026-01-01 10:21:16,2026-01-01 10:21:16
3082,605,669384,App\Models\Customer,,Camila,text,,,2026-01-01 10:21:23,2026-01-01 10:21:23
3083,605,669384,App\Models\Customer,,Usted lo mama cagado,text,,,2026-01-01 10:21:33,2026-01-01 10:21:33
3084,605,669384,App\Models\Customer,,,attachment,,,2026-01-01 10:22:24,2026-01-01 10:22:24
3085,605,669384,App\Models\Customer,,,attachment,,,2026-01-01 10:23:26,2026-01-01 10:23:26
3086,607,669686,App\Models\Customer,,"Hola Camila, feliz año",text,,,2026-01-01 10:27:22,2026-01-01 10:27:22
3087,608,672198,App\Models\Customer,,Hola,text,,,2026-01-01 10:27:48,2026-01-01 10:27:48
3088,608,672198,App\Models\Customer,,Y eso q ed,text,,,2026-01-01 10:27:51,2026-01-01 10:27:51
3089,609,669500,App\Models\Customer,,,attachment,,,2026-01-01 10:28:52,2026-01-01 10:28:52
3090,608,672198,App\Models\Customer,,No gracias por ahora no,text,,,2026-01-01 10:29:18,2026-01-01 10:29:18
3091,605,669384,App\Models\Customer,,Me va chupar el pene,text,,,2026-01-01 10:29:44,2026-01-01 10:29:44
3092,609,669500,App\Models\Customer,,Buenos dias,text,,,2026-01-01 10:30:47,2026-01-01 10:30:47
3093,608,672198,App\Models\Customer,,Gracias,text,,,2026-01-01 10:30:53,2026-01-01 10:30:53
3094,605,669384,App\Models\Customer,,,attachment,,,2026-01-01 10:31:16,2026-01-01 10:31:16
3095,605,669384,App\Models\Customer,,Que rico,text,,,2026-01-01 10:31:56,2026-01-01 10:31:56
3096,605,669384,App\Models\Customer,,Sexo oral,text,,,2026-01-01 10:32:59,2026-01-01 10:32:59
3097,605,669384,App\Models\Customer,,Coma mierda 💩,text,,,2026-01-01 10:33:29,2026-01-01 10:33:29
3098,600,672702,App\Models\Customer,,El costo de la primera,text,,,2026-01-01 10:33:38,2026-01-01 10:33:38
3099,600,672702,App\Models\Customer,,Y el vídeo también por fa,text,,,2026-01-01 10:33:47,2026-01-01 10:33:47
3100,600,672702,App\Models\Customer,,Colombia Bogotá,text,,,2026-01-01 10:34:24,2026-01-01 10:34:24
3101,610,669721,App\Models\Customer,,Hola,text,,,2026-01-01 10:49:33,2026-01-01 10:49:33
3102,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 10:49:40,2026-01-01 10:49:40
3103,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 10:49:45,2026-01-01 10:49:45
3104,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 10:49:48,2026-01-01 10:49:48
3105,612,669419,App\Models\Customer,,Cupos,text,,,2026-01-01 10:53:49,2026-01-01 10:53:49
3106,612,669419,App\Models\Customer,,No,text,,,2026-01-01 10:54:50,2026-01-01 10:54:50
3107,612,669419,App\Models\Customer,,Si tengo un negocio y quiero implementar las empanadas,text,,,2026-01-01 10:58:26,2026-01-01 10:58:26
3108,612,669419,App\Models\Customer,,Mil empanadas,text,,,2026-01-01 10:59:46,2026-01-01 10:59:46
3109,612,669419,App\Models\Customer,,Hay una masa que se llama añejo quiero trabajar con esa y la de trigo,text,,,2026-01-01 11:01:14,2026-01-01 11:01:14
3110,612,669419,App\Models\Customer,,"Empanadas de trigo de diferentes mezclas internas como de queso, hawaiana de carne de pollo y la de alejo con guiso y papa",text,,,2026-01-01 11:03:29,2026-01-01 11:03:29
3111,612,669419,App\Models\Customer,,Si,text,,,2026-01-01 11:04:11,2026-01-01 11:04:11
3112,612,669419,App\Models\Customer,,Y la de añejo,text,,,2026-01-01 11:04:26,2026-01-01 11:04:26
3113,612,669419,App\Models\Customer,,También,text,,,2026-01-01 11:04:32,2026-01-01 11:04:32
3114,613,671079,App\Models\Customer,,Hola,text,,,2026-01-01 11:05:15,2026-01-01 11:05:15
3115,612,669419,App\Models\Customer,,Colombia en Popayán,text,,,2026-01-01 11:05:22,2026-01-01 11:05:22
3116,613,671079,App\Models\Customer,,Buenos días,text,,,2026-01-01 11:05:24,2026-01-01 11:05:24
3117,23,440639,App\Models\Customer,,https://youtu.be/d4PFd0mExX4?si=VxCeH7d7pGO0D1Mf,text,,,2026-01-01 11:15:51,2026-01-01 11:15:51
3118,614,663125,App\Models\Customer,,Cupos,text,,,2026-01-01 11:20:02,2026-01-01 11:20:02
3119,614,663125,App\Models\Customer,,CUPOS,text,,,2026-01-01 11:20:12,2026-01-01 11:20:12
3120,615,669923,App\Models\Customer,,?,text,,,2026-01-01 11:20:20,2026-01-01 11:20:20
3121,614,663125,App\Models\Customer,,Si,text,,,2026-01-01 11:20:58,2026-01-01 11:20:58
3122,614,663125,App\Models\Customer,,Empanadas Arg,text,,,2026-01-01 11:21:13,2026-01-01 11:21:13
3123,614,663125,App\Models\Customer,,Si más información,text,,,2026-01-01 11:21:48,2026-01-01 11:21:48
3124,212,673668,App\Models\Customer,,De qué me hablas?,text,,,2026-01-01 11:25:28,2026-01-01 11:25:28
3125,212,673668,App\Models\Customer,,De qué me hablas?,text,,,2026-01-01 11:27:14,2026-01-01 11:27:14
3126,615,669923,App\Models\Customer,,No gracias no nesesito,text,,,2026-01-01 11:31:04,2026-01-01 11:31:04
3127,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 11:36:07,2026-01-01 11:36:07
3128,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 11:36:09,2026-01-01 11:36:09
3129,616,673224,App\Models\Customer,,Cupos,text,,,2026-01-01 11:36:38,2026-01-01 11:36:38
3130,616,673224,App\Models\Customer,,No,text,,,2026-01-01 11:37:47,2026-01-01 11:37:47
3131,610,669721,App\Models\Customer,,Como estas,text,,,2026-01-01 11:39:13,2026-01-01 11:39:13
3132,604,670687,App\Models\Customer,,Busco es empleo,text,,,2026-01-01 11:56:17,2026-01-01 11:56:17
3133,617,670873,App\Models\Customer,,Hola Muy Buenos Dias Camila,text,,,2026-01-01 11:58:29,2026-01-01 11:58:29
3134,605,669384,App\Models\Customer,,Suerte,text,,,2026-01-01 12:04:38,2026-01-01 12:04:38
3135,605,669384,App\Models\Customer,,"Vale, ¡gracias!",text,,,2026-01-01 12:05:05,2026-01-01 12:05:05
3136,618,673917,App\Models\Customer,,"Si, manual",text,,,2026-01-01 12:06:12,2026-01-01 12:06:12
3137,619,671880,App\Models\Customer,,Hola buenas en estos momentos no puedo atenderte en cuanto pueda me comunico con Tigo,text,,,2026-01-01 12:06:52,2026-01-01 12:06:52
3138,618,673917,App\Models\Customer,,Más de 500,text,,,2026-01-01 12:06:57,2026-01-01 12:06:57
3139,618,673917,App\Models\Customer,,Maiz,text,,,2026-01-01 12:07:41,2026-01-01 12:07:41
3140,605,669384,App\Models\Customer,,No vagina,text,,,2026-01-01 12:07:51,2026-01-01 12:07:51
3141,605,669384,App\Models\Customer,,Porque,text,,,2026-01-01 12:08:19,2026-01-01 12:08:19
3142,618,673917,App\Models\Customer,,"Hago empanadas, arepas, pasteles",text,,,2026-01-01 12:08:39,2026-01-01 12:08:39
3143,605,669384,App\Models\Customer,,No,text,,,2026-01-01 12:08:54,2026-01-01 12:08:54
3144,618,673917,App\Models\Customer,,Costa Rica,text,,,2026-01-01 12:09:14,2026-01-01 12:09:14
3145,618,673917,App\Models\Customer,,"¿Que modelos de maquina tiene, si quieres envíeme videos para escoger la mejor opción?",text,,,2026-01-01 12:10:57,2026-01-01 12:10:57
3146,618,673917,App\Models\Customer,,Gracias,text,,,2026-01-01 12:11:17,2026-01-01 12:11:17
3147,591,673913,App\Models\Customer,,Empanadas de trigo,text,,,2026-01-01 12:13:30,2026-01-01 12:13:30
3148,591,673913,App\Models\Customer,,En Ecuador,text,,,2026-01-01 12:18:05,2026-01-01 12:18:05
3149,591,673913,App\Models\Customer,,Me puede enseñar los modelos,text,,,2026-01-01 12:18:13,2026-01-01 12:18:13
3150,618,673917,App\Models\Customer,,,attachment,,,2026-01-01 12:20:30,2026-01-01 12:20:30
3151,618,673917,App\Models\Customer,,¿Cuál es el precio de esta?,text,,,2026-01-01 12:20:48,2026-01-01 12:20:48
3152,618,673917,App\Models\Customer,,SI,text,,,2026-01-01 12:21:04,2026-01-01 12:21:04
3153,618,673917,App\Models\Customer,,Costa Rica,text,,,2026-01-01 12:21:53,2026-01-01 12:21:53
3154,618,673917,App\Models\Customer,,Agendemos llamada,text,,,2026-01-01 12:24:49,2026-01-01 12:24:49
3155,618,673917,App\Models\Customer,,Ahora estoy disponible,text,,,2026-01-01 12:25:31,2026-01-01 12:25:31
3156,618,673917,App\Models\Customer,,Hoy,text,,,2026-01-01 12:25:56,2026-01-01 12:25:56
3157,605,669384,App\Models\Customer,,Si usted me va dar vagina,text,,,2026-01-01 12:30:07,2026-01-01 12:30:07
3158,605,669384,App\Models\Customer,,Ok,text,,,2026-01-01 12:30:40,2026-01-01 12:30:40
3159,605,669384,App\Models\Customer,,Ya te dije no ayudas,text,,,2026-01-01 12:31:38,2026-01-01 12:31:38
3160,573,668656,App\Models\Customer,,Lo más importante el precio.tambien vendo papa rellena,text,,,2026-01-01 12:59:48,2026-01-01 12:59:48
3161,620,662306,App\Models\Customer,,Feliz año,text,,,2026-01-01 13:17:49,2026-01-01 13:17:49
3162,612,669419,App\Models\Customer,,Ficha técnica por favor,text,,,2026-01-01 13:24:13,2026-01-01 13:24:13
3163,611,668857,App\Models\Customer,,,attachment,,,2026-01-01 13:24:34,2026-01-01 13:24:34
3164,257,672388,App\Models\Customer,,"🎉¡Acepta mi invitación y obtén 3 obsequios!👇
https://temu.com/s/ZhDc1earOc1u1Q",text,,,2026-01-01 13:24:59,2026-01-01 13:24:59
3165,611,668857,App\Models\Customer,,ninguna todo vien muchas gracias,text,,,2026-01-01 13:24:59,2026-01-01 13:24:59
3166,612,669419,App\Models\Customer,,Pregunta la máquina prepara la masa y arma las empanadas,text,,,2026-01-01 13:27:14,2026-01-01 13:27:14
3167,612,669419,App\Models\Customer,,Tienes vídeo tutorial,text,,,2026-01-01 13:27:25,2026-01-01 13:27:25
3168,612,669419,App\Models\Customer,,Para ver su funcionamiento,text,,,2026-01-01 13:27:52,2026-01-01 13:27:52
3169,257,672388,App\Models\Customer,,"🎉¡Acepta mi invitación y obtén 3 obsequios!👇
https://temu.com/s/N5YgF8sPA5gWQ",text,,,2026-01-01 13:30:09,2026-01-01 13:30:09
3170,621,669800,App\Models\Customer,,,voice,,,2026-01-01 14:04:47,2026-01-01 14:04:47
3171,622,144196,App\Models\Customer,,,attachment,,,2026-01-01 14:14:26,2026-01-01 14:14:26
3172,623,673923,App\Models\Customer,,A manos,text,,,2026-01-01 15:04:54,2026-01-01 15:04:54
3173,623,673923,App\Models\Customer,,Aún no produzco pero me gustaría,text,,,2026-01-01 15:05:32,2026-01-01 15:05:32
3174,623,673923,App\Models\Customer,,100,text,,,2026-01-01 15:06:19,2026-01-01 15:06:19
3175,623,673923,App\Models\Customer,,Trigo,text,,,2026-01-01 15:07:44,2026-01-01 15:07:44
3176,623,673923,App\Models\Customer,,Empanadas,text,,,2026-01-01 15:08:37,2026-01-01 15:08:37
3177,616,673224,App\Models\Customer,,No,text,,,2026-01-01 15:09:58,2026-01-01 15:09:58
3178,624,673925,App\Models\Customer,,tour2025,text,,,2026-01-01 15:09:59,2026-01-01 15:09:59
3179,624,673925,App\Models\Customer,,Hola buenas,text,,,2026-01-01 15:10:02,2026-01-01 15:10:02
3180,624,673925,App\Models\Customer,,Si,text,,,2026-01-01 15:10:40,2026-01-01 15:10:40
3181,624,673925,App\Models\Customer,,Qué pena estoy poniendo un emprendimiento y necesito un molde de realizar empanadas argentinas,text,,,2026-01-01 15:12:10,2026-01-01 15:12:10
3182,624,673925,App\Models\Customer,,Las horneadas,text,,,2026-01-01 15:12:12,2026-01-01 15:12:12
3183,624,673925,App\Models\Customer,,Tipo así,attachment,,,2026-01-01 15:13:33,2026-01-01 15:13:33
3184,624,673925,App\Models\Customer,,Trigo,text,,,2026-01-01 15:13:34,2026-01-01 15:13:34
3185,624,673925,App\Models\Customer,,Empanadas de trigo,text,,,2026-01-01 15:15:16,2026-01-01 15:15:16
3186,624,673925,App\Models\Customer,,Colombia,text,,,2026-01-01 15:16:58,2026-01-01 15:16:58
3187,625,673926,App\Models\Customer,,No produzco aún,text,,,2026-01-01 15:17:03,2026-01-01 15:17:03
3188,626,673928,App\Models\Customer,,Hola Camila produzco a mano,text,,,2026-01-01 15:51:27,2026-01-01 15:51:27
3189,626,673928,App\Models\Customer,,En pequeña cantidad,text,,,2026-01-01 15:51:39,2026-01-01 15:51:39
3190,626,673928,App\Models\Customer,,100 piezas,text,,,2026-01-01 15:52:19,2026-01-01 15:52:19
3191,626,673928,App\Models\Customer,,De trigo,text,,,2026-01-01 15:53:02,2026-01-01 15:53:02
3192,626,673928,App\Models\Customer,,Cuentan con sucursal en México???,text,,,2026-01-01 15:53:33,2026-01-01 15:53:33
3193,626,673928,App\Models\Customer,,Empanadas de trigo,text,,,2026-01-01 15:53:52,2026-01-01 15:53:52
3194,614,663125,App\Models\Customer,,Miércoles,text,,,2026-01-01 16:03:05,2026-01-01 16:03:05
3195,614,663125,App\Models\Customer,,9 am,text,,,2026-01-01 16:03:41,2026-01-01 16:03:41
3196,627,655139,App\Models\Customer,,Aún no,text,,,2026-01-01 16:59:29,2026-01-01 16:59:29
3197,628,673929,App\Models\Customer,,Aún no,text,,,2026-01-01 16:59:56,2026-01-01 16:59:56
3198,628,673929,App\Models\Customer,,Si,text,,,2026-01-01 17:01:58,2026-01-01 17:01:58
